n	x	y	T(x,y)	Erro_Absoluto
43	2.2857	1.1429	73.9592	0.539683
43	2.2857	1.2857	73.9184	0.539683
43	2.2857	1.4286	73.7959	0.539683
43	2.2857	1.5714	73.5918	0.539683
43	2.2857	1.7143	73.3061	0.539683
43	2.2857	1.8571	72.9388	0.539683
43	2.2857	2.0000	72.4898	0.539683
43	2.2857	2.1429	71.9592	0.539683
43	2.2857	2.2857	71.3469	0.539683
43	2.2857	2.4286	70.6531	0.539683
43	2.2857	2.5714	69.8776	0.539683
43	2.2857	2.7143	69.0204	0.539683
43	2.2857	2.8571	68.0816	0.539683
43	2.2857	3.0000	67.0612	0.539683
43	2.2857	3.1429	65.9592	0.539683
43	2.2857	3.2857	64.7755	0.539683
43	2.2857	3.4286	63.5102	0.539683
43	2.2857	3.5714	62.1633	0.539683
43	2.2857	3.7143	60.7347	0.539683
43	2.2857	3.8571	59.2245	0.539683
43	2.2857	4.0000	57.6327	0.539683
43	2.2857	4.1429	55.9592	0.539683
43	2.2857	4.2857	54.2041	0.539683
43	2.2857	4.4286	52.3673	0.539683
43	2.2857	4.5714	50.4490	0.539683
43	2.2857	4.7143	48.4490	0.539683
43	2.2857	4.8571	46.3673	0.539683
43	2.2857	5.0000	44.2041	0.539683
43	2.2857	5.1429	41.9592	0.539683
43	2.2857	5.2857	39.6327	0.539683
43	2.2857	5.4286	37.2245	0.539683
43	2.2857	5.5714	34.7347	0.539683
43	2.2857	5.7143	32.1633	0.539683
43	2.2857	5.8571	29.5102	0.539683
43	2.2857	6.0000	26.7755	0.539683
43	2.4762	0.0000	70.8209	0.539683
43	2.4762	0.1429	71.4875	0.539683
43	2.4762	0.2857	72.0726	0.539683
43	2.4762	0.4286	72.5760	0.539683
43	2.4762	0.5714	72.9977	0.539683
43	2.4762	0.7143	73.3379	0.539683
43	2.4762	0.8571	73.5964	0.539683
43	2.4762	1.0000	73.7732	0.539683
43	2.4762	1.1429	73.8685	0.539683
43	2.4762	1.2857	73.8821	0.539683
43	2.4762	1.4286	73.8141	0.539683
43	2.4762	1.5714	73.6644	0.539683
43	2.4762	1.7143	73.4331	0.539683
43	2.4762	1.8571	73.1202	0.539683
43	2.4762	2.0000	72.7256	0.539683
43	2.4762	2.1429	72.2494	0.539683
43	2.4762	2.2857	71.6916	0.539683
43	2.4762	2.4286	71.0522	0.539683
43	2.4762	2.5714	70.3311	0.539683
43	2.4762	2.7143	69.5283	0.539683
43	2.4762	2.8571	68.6440	0.539683
43	2.4762	3.0000	67.6780	0.539683
43	2.4762	3.1429	66.6304	0.539683
43	2.4762	3.2857	65.5011	0.539683
43	2.4762	3.4286	64.2902	0.539683
43	2.4762	3.5714	62.9977	0.539683
43	2.4762	3.7143	61.6236	0.539683
43	2.4762	3.8571	60.1678	0.539683
43	2.4762	4.0000	58.6304	0.539683
43	2.4762	4.1429	57.0113	0.539683
43	2.4762	4.2857	55.3107	0.539683
43	2.4762	4.4286	53.5283	0.539683
43	2.4762	4.5714	51.6644	0.539683
43	2.4762	4.7143	49.7188	0.539683
43	2.4762	4.8571	47.6916	0.539683
43	2.4762	5.0000	45.5828	0.539683
43	2.4762	5.1429	43.3923	0.539683
43	2.4762	5.2857	41.1202	0.539683
43	2.4762	5.4286	38.7664	0.539683
43	2.4762	5.5714	36.3311	0.539683
43	2.4762	5.7143	33.8141	0.539683
43	2.4762	5.8571	31.2154	0.539683
43	2.4762	6.0000	28.5351	0.539683
43	2.6667	0.0000	70.2222	0.539683
43	2.6667	0.1429	70.9433	0.539683
43	2.6667	0.2857	71.5828	0.539683
43	2.6667	0.4286	72.1406	0.539683
43	2.6667	0.5714	72.6168	0.539683
43	2.6667	0.7143	73.0113	0.539683
43	2.6667	0.8571	73.3243	0.539683
43	2.6667	1.0000	73.5556	0.539683
43	2.6667	1.1429	73.7052	0.539683
43	2.6667	1.2857	73.7732	0.539683
43	2.6667	1.4286	73.7596	0.539683
43	2.6667	1.5714	73.6644	0.539683
43	2.6667	1.7143	73.4875	0.539683
43	2.6667	1.8571	73.2290	0.539683
43	2.6667	2.0000	72.8889	0.539683
43	2.6667	2.1429	72.4671	0.539683
43	2.6667	2.2857	71.9637	0.539683
43	2.6667	2.4286	71.3787	0.539683
43	2.6667	2.5714	70.7120	0.539683
43	2.6667	2.7143	69.9637	0.539683
43	2.6667	2.8571	69.1338	0.539683
43	2.6667	3.0000	68.2222	0.539683
43	2.6667	3.1429	67.2290	0.539683
43	2.6667	3.2857	66.1542	0.539683
43	2.6667	3.4286	64.9977	0.539683
43	2.6667	3.5714	63.7596	0.539683
43	2.6667	3.7143	62.4399	0.539683
43	2.6667	3.8571	61.0385	0.539683
43	2.6667	4.0000	59.5556	0.539683
43	2.6667	4.1429	57.9909	0.539683
43	2.6667	4.2857	56.3447	0.539683
43	2.6667	4.4286	54.6168	0.539683
43	2.6667	4.5714	52.8073	0.539683
43	2.6667	4.7143	50.9161	0.539683
43	2.6667	4.8571	48.9433	0.539683
43	2.6667	5.0000	46.8889	0.539683
43	2.6667	5.1429	44.7528	0.539683
43	2.6667	5.2857	42.5351	0.539683
43	2.6667	5.4286	40.2358	0.539683
43	2.6667	5.5714	37.8549	0.539683
43	2.6667	5.7143	35.3923	0.539683
43	2.6667	5.8571	32.8481	0.539683
43	2.6667	6.0000	30.2222	0.539683
43	2.8571	0.0000	69.5510	0.539683
43	2.8571	0.1429	70.3265	0.539683
43	2.8571	0.2857	71.0204	0.539683
43	2.8571	0.4286	71.6327	0.539683
43	2.8571	0.5714	72.1633	0.539683
43	2.8571	0.7143	72.6122	0.539683
43	2.8571	0.8571	72.9796	0.539683
43	2.8571	1.0000	73.2653	0.539683
43	2.8571	1.1429	73.4694	0.539683
43	2.8571	1.2857	73.5918	0.539683
43	2.8571	1.4286	73.6327	0.539683
43	2.8571	1.5714	73.5918	0.539683
43	2.8571	1.7143	73.4694	0.539683
43	2.8571	1.8571	73.2653	0.539683
43	2.8571	2.0000	72.9796	0.539683
43	2.8571	2.1429	72.6122	0.539683
43	2.8571	2.2857	72.1633	0.539683
43	2.8571	2.4286	71.6327	0.539683
43	2.8571	2.5714	71.0204	0.539683
43	2.8571	2.7143	70.3265	0.539683
43	2.8571	2.8571	69.5510	0.539683
43	2.8571	3.0000	68.6939	0.539683
43	2.8571	3.1429	67.7551	0.539683
43	2.8571	3.2857	66.7347	0.539683
43	2.8571	3.4286	65.6327	0.539683
43	2.8571	3.5714	64.4490	0.539683
43	2.8571	3.7143	63.1837	0.539683
43	2.8571	3.8571	61.8367	0.539683
43	2.8571	4.0000	60.4082	0.539683
43	2.8571	4.1429	58.8980	0.539683
43	2.8571	4.2857	57.3061	0.539683
43	2.8571	4.4286	55.6327	0.539683
43	2.8571	4.5714	53.8776	0.539683
43	2.8571	4.7143	52.0408	0.539683
43	2.8571	4.8571	50.1224	0.539683
43	2.8571	5.0000	48.1224	0.539683
43	2.8571	5.1429	46.0408	0.539683
43	2.8571	5.2857	43.8776	0.539683
43	2.8571	5.4286	41.6327	0.539683
43	2.8571	5.5714	39.3061	0.539683
43	2.8571	5.7143	36.8980	0.539683
43	2.8571	5.8571	34.4082	0.539683
43	2.8571	6.0000	31.8367	0.539683
43	3.0476	0.0000	68.8073	0.539683
43	3.0476	0.1429	69.6372	0.539683
43	3.0476	0.2857	70.3855	0.539683
43	3.0476	0.4286	71.0522	0.539683
43	3.0476	0.5714	71.6372	0.539683
43	3.0476	0.7143	72.1406	0.539683
43	3.0476	0.8571	72.5624	0.539683
43	3.0476	1.0000	72.9025	0.539683
43	3.0476	1.1429	73.1610	0.539683
43	3.0476	1.2857	73.3379	0.539683
43	3.0476	1.4286	73.4331	0.539683
43	3.0476	1.5714	73.4467	0.539683
43	3.0476	1.7143	73.3787	0.539683
43	3.0476	1.8571	73.2290	0.539683
43	3.0476	2.0000	72.9977	0.539683
43	3.0476	2.1429	72.6848	0.539683
43	3.0476	2.2857	72.2902	0.539683
43	3.0476	2.4286	71.8141	0.539683
43	3.0476	2.5714	71.2562	0.539683
43	3.0476	2.7143	70.6168	0.539683
43	3.0476	2.8571	69.8957	0.539683
43	3.0476	3.0000	69.0930	0.539683
43	3.0476	3.1429	68.2086	0.539683
43	3.0476	3.2857	67.2426	0.539683
43	3.0476	3.4286	66.1950	0.539683
43	3.0476	3.5714	65.0658	0.539683
43	3.0476	3.7143	63.8549	0.539683
43	3.0476	3.8571	62.5624	0.539683
43	3.0476	4.0000	61.1882	0.539683
43	3.0476	4.1429	59.7324	0.539683
43	3.0476	4.2857	58.1950	0.539683
43	3.0476	4.4286	56.5760	0.539683
43	3.0476	4.5714	54.8753	0.539683
43	3.0476	4.7143	53.0930	0.539683
43	3.0476	4.8571	51.2290	0.539683
43	3.0476	5.0000	49.2834	0.539683
43	3.0476	5.1429	47.2562	0.539683
43	3.0476	5.2857	45.1474	0.539683
43	3.0476	5.4286	42.9569	0.539683
43	3.0476	5.5714	40.6848	0.539683
43	3.0476	5.7143	38.3311	0.539683
43	3.0476	5.8571	35.8957	0.539683
43	3.0476	6.0000	33.3787	0.539683
43	3.2381	0.0000	67.9909	0.539683
43	3.2381	0.1429	68.8753	0.539683
43	3.2381	0.2857	69.6780	0.539683
43	3.2381	0.4286	70.3991	0.539683
43	3.2381	0.5714	71.0385	0.539683
43	3.2381	0.7143	71.5964	0.539683
43	3.2381	0.8571	72.0726	0.539683
43	3.2381	1.0000	72.4671	0.539683
43	3.2381	1.1429	72.7800	0.539683
43	3.2381	1.2857	73.0113	0.539683
43	3.2381	1.4286	73.1610	0.539683
43	3.2381	1.5714	73.2290	0.539683
43	3.2381	1.7143	73.2154	0.539683
43	3.2381	1.8571	73.1202	0.539683
43	3.2381	2.0000	72.9433	0.539683
43	3.2381	2.1429	72.6848	0.539683
43	3.2381	2.2857	72.3447	0.539683
43	3.2381	2.4286	71.9229	0.539683
43	3.2381	2.5714	71.4195	0.539683
43	3.2381	2.7143	70.8345	0.539683
43	3.2381	2.8571	70.1678	0.539683
43	3.2381	3.0000	69.4195	0.539683
43	3.2381	3.1429	68.5896	0.539683
43	3.2381	3.2857	67.6780	0.539683
43	3.2381	3.4286	66.6848	0.539683
43	3.2381	3.5714	65.6100	0.539683
43	3.2381	3.7143	64.4535	0.539683
43	3.2381	3.8571	63.2154	0.539683
43	3.2381	4.0000	61.8957	0.539683
43	3.2381	4.1429	60.4943	0.539683
43	3.2381	4.2857	59.0113	0.539683
43	3.2381	4.4286	57.4467	0.539683
43	3.2381	4.5714	55.8005	0.539683
43	3.2381	4.7143	54.0726	0.539683
43	3.2381	4.8571	52.2630	0.539683
43	3.2381	5.0000	50.3719	0.539683
43	3.2381	5.1429	48.3991	0.539683
43	3.2381	5.2857	46.3447	0.539683
43	3.2381	5.4286	44.2086	0.539683
43	3.2381	5.5714	41.9909	0.539683
43	3.2381	5.7143	39.6916	0.539683
43	3.2381	5.8571	37.3107	0.539683
43	3.2381	6.0000	34.8481	0.539683
43	3.4286	0.0000	67.1020	0.539683
43	3.4286	0.1429	68.0408	0.539683
43	3.4286	0.2857	68.8980	0.539683
43	3.4286	0.4286	69.6735	0.539683
43	3.4286	0.5714	70.3673	0.539683
43	3.4286	0.7143	70.9796	0.539683
43	3.4286	0.8571	71.5102	0.539683
43	3.4286	1.0000	71.9592	0.539683
43	3.4286	1.1429	72.3265	0.539683
43	3.4286	1.2857	72.6122	0.539683
43	3.4286	1.4286	72.8163	0.539683
43	3.4286	1.5714	72.9388	0.539683
43	3.4286	1.7143	72.9796	0.539683
43	3.4286	1.8571	72.9388	0.539683
43	3.4286	2.0000	72.8163	0.539683
43	3.4286	2.1429	72.6122	0.539683
43	3.4286	2.2857	72.3265	0.539683
43	3.4286	2.4286	71.9592	0.539683
43	3.4286	2.5714	71.5102	0.539683
43	3.4286	2.7143	70.9796	0.539683
43	3.4286	2.8571	70.3673	0.539683
43	3.4286	3.0000	69.6735	0.539683
43	3.4286	3.1429	68.8980	0.539683
43	3.4286	3.2857	68.0408	0.539683
43	3.4286	3.4286	67.1020	0.539683
43	3.4286	3.5714	66.0816	0.539683
43	3.4286	3.7143	64.9796	0.539683
43	3.4286	3.8571	63.7959	0.539683
43	3.4286	4.0000	62.5306	0.539683
43	3.4286	4.1429	61.1837	0.539683
43	3.4286	4.2857	59.7551	0.539683
43	3.4286	4.4286	58.2449	0.539683
43	3.4286	4.5714	56.6531	0.539683
43	3.4286	4.7143	54.9796	0.539683
43	3.4286	4.8571	53.2245	0.539683
43	3.4286	5.0000	51.3878	0.539683
43	3.4286	5.1429	49.4694	0.539683
43	3.4286	5.2857	47.4694	0.539683
43	3.4286	5.4286	45.3878	0.539683
43	3.4286	5.5714	43.2245	0.539683
43	3.4286	5.7143	40.9796	0.539683
43	3.4286	5.8571	38.6531	0.539683
43	3.4286	6.0000	36.2449	0.539683
43	3.6190	0.0000	66.1406	0.539683
43	3.6190	0.1429	67.1338	0.539683
43	3.6190	0.2857	68.0454	0.539683
43	3.6190	0.4286	68.8753	0.539683
43	3.6190	0.5714	69.6236	0.539683
43	3.6190	0.7143	70.2902	0.539683
43	3.6190	0.8571	70.8753	0.539683
43	3.6190	1.0000	71.3787	0.539683
43	3.6190	1.1429	71.8005	0.539683
43	3.6190	1.2857	72.1406	0.539683
43	3.6190	1.4286	72.3991	0.539683
43	3.6190	1.5714	72.5760	0.539683
43	3.6190	1.7143	72.6712	0.539683
43	3.6190	1.8571	72.6848	0.539683
43	3.6190	2.0000	72.6168	0.539683
43	3.6190	2.1429	72.4671	0.539683
43	3.6190	2.2857	72.2358	0.539683
43	3.6190	2.4286	71.9229	0.539683
43	3.6190	2.5714	71.5283	0.539683
43	3.6190	2.7143	71.0522	0.539683
43	3.6190	2.8571	70.4943	0.539683
43	3.6190	3.0000	69.8549	0.539683
43	3.6190	3.1429	69.1338	0.539683
43	3.6190	3.2857	68.3311	0.539683
43	3.6190	3.4286	67.4467	0.539683
43	3.6190	3.5714	66.4807	0.539683
43	3.6190	3.7143	65.4331	0.539683
43	3.6190	3.8571	64.3039	0.539683
43	3.6190	4.0000	63.0930	0.539683
43	3.6190	4.1429	61.8005	0.539683
43	3.6190	4.2857	60.4263	0.539683
43	3.6190	4.4286	58.9705	0.539683
43	3.6190	4.5714	57.4331	0.539683
43	3.6190	4.7143	55.8141	0.539683
43	3.6190	4.8571	54.1134	0.539683
43	3.6190	5.0000	52.3311	0.539683
43	3.6190	5.1429	50.4671	0.539683
43	3.6190	5.2857	48.5215	0.539683
43	3.6190	5.4286	46.4943	0.539683
43	3.6190	5.5714	44.3855	0.539683
43	3.6190	5.7143	42.1950	0.539683
43	3.6190	5.8571	39.9229	0.539683
43	3.6190	6.0000	37.5692	0.539683
43	3.8095	0.0000	65.1066	0.539683
43	3.8095	0.1429	66.1542	0.539683
43	3.8095	0.2857	67.1202	0.539683
43	3.8095	0.4286	68.0045	0.539683
43	3.8095	0.5714	68.8073	0.539683
43	3.8095	0.7143	69.5283	0.539683
43	3.8095	0.8571	70.1678	0.539683
43	3.8095	1.0000	70.7256	0.539683
43	3.8095	1.1429	71.2018	0.539683
43	3.8095	1.2857	71.5964	0.539683
43	3.8095	1.4286	71.9093	0.539683
43	3.8095	1.5714	72.1406	0.539683
43	3.8095	1.7143	72.2902	0.539683
43	3.8095	1.8571	72.3583	0.539683
43	3.8095	2.0000	72.3447	0.539683
43	3.8095	2.1429	72.2494	0.539683
43	3.8095	2.2857	72.0726	0.539683
43	3.8095	2.4286	71.8141	0.539683
43	3.8095	2.5714	71.4739	0.539683
43	3.8095	2.7143	71.0522	0.539683
43	3.8095	2.8571	70.5488	0.539683
43	3.8095	3.0000	69.9637	0.539683
43	3.8095	3.1429	69.2971	0.539683
43	3.8095	3.2857	68.5488	0.539683
43	3.8095	3.4286	67.7188	0.539683
43	3.8095	3.5714	66.8073	0.539683
43	3.8095	3.7143	65.8141	0.539683
43	3.8095	3.8571	64.7392	0.539683
43	3.8095	4.0000	63.5828	0.539683
43	3.8095	4.1429	62.3447	0.539683
43	3.8095	4.2857	61.0249	0.539683
43	3.8095	4.4286	59.6236	0.539683
43	3.8095	4.5714	58.1406	0.539683
43	3.8095	4.7143	56.5760	0.539683
43	3.8095	4.8571	54.9297	0.539683
43	3.8095	5.0000	53.2018	0.539683
43	3.8095	5.1429	51.3923	0.539683
43	3.8095	5.2857	49.5011	0.539683
43	3.8095	5.4286	47.5283	0.539683
43	3.8095	5.5714	45.4739	0.539683
43	3.8095	5.7143	43.3379	0.539683
43	3.8095	5.8571	41.1202	0.539683
43	3.8095	6.0000	38.8209	0.539683
43	4.0000	0.0000	64.0000	0.539683
43	4.0000	0.1429	65.1020	0.539683
43	4.0000	0.2857	66.1224	0.539683
43	4.0000	0.4286	67.0612	0.539683
43	4.0000	0.5714	67.9184	0.539683
43	4.0000	0.7143	68.6939	0.539683
43	4.0000	0.8571	69.3878	0.539683
43	4.0000	1.0000	70.0000	0.539683
43	4.0000	1.1429	70.5306	0.539683
43	4.0000	1.2857	70.9796	0.539683
43	4.0000	1.4286	71.3469	0.539683
43	4.0000	1.5714	71.6327	0.539683
43	4.0000	1.7143	71.8367	0.539683
43	4.0000	1.8571	71.9592	0.539683
43	4.0000	2.0000	72.0000	0.539683
43	4.0000	2.1429	71.9592	0.539683
43	4.0000	2.2857	71.8367	0.539683
43	4.0000	2.4286	71.6327	0.539683
43	4.0000	2.5714	71.3469	0.539683
43	4.0000	2.7143	70.9796	0.539683
43	4.0000	2.8571	70.5306	0.539683
43	4.0000	3.0000	70.0000	0.539683
43	4.0000	3.1429	69.3878	0.539683
43	4.0000	3.2857	68.6939	0.539683
43	4.0000	3.4286	67.9184	0.539683
43	4.0000	3.5714	67.0612	0.539683
43	4.0000	3.7143	66.1224	0.539683
43	4.0000	3.8571	65.1020	0.539683
43	4.0000	4.0000	64.0000	0.539683
43	4.0000	4.1429	62.8163	0.539683
43	4.0000	4.2857	61.5510	0.539683
43	4.0000	4.4286	60.2041	0.539683
43	4.0000	4.5714	58.7755	0.539683
43	4.0000	4.7143	57.2653	0.539683
43	4.0000	4.8571	55.6735	0.539683
43	4.0000	5.0000	54.0000	0.539683
43	4.0000	5.1429	52.2449	0.539683
43	4.0000	5.2857	50.4082	0.539683
43	4.0000	5.4286	48.4898	0.539683
43	4.0000	5.5714	46.4898	0.539683
43	4.0000	5.7143	44.4082	0.539683
43	4.0000	5.8571	42.2449	0.539683
43	4.0000	6.0000	40.0000	0.539683
43	4.1905	0.0000	62.8209	0.539683
43	4.1905	0.1429	63.9773	0.539683
43	4.1905	0.2857	65.0522	0.539683
43	4.1905	0.4286	66.0454	0.539683
43	4.1905	0.5714	66.9569	0.539683
43	4.1905	0.7143	67.7868	0.539683
43	4.1905	0.8571	68.5351	0.539683
43	4.1905	1.0000	69.2018	0.539683
43	4.1905	1.1429	69.7868	0.539683
43	4.1905	1.2857	70.2902	0.539683
43	4.1905	1.4286	70.7120	0.539683
43	4.1905	1.5714	71.0522	0.539683
43	4.1905	1.7143	71.3107	0.539683
43	4.1905	1.8571	71.4875	0.539683
43	4.1905	2.0000	71.5828	0.539683
43	4.1905	2.1429	71.5964	0.539683
43	4.1905	2.2857	71.5283	0.539683
43	4.1905	2.4286	71.3787	0.539683
43	4.1905	2.5714	71.1474	0.539683
43	4.1905	2.7143	70.8345	0.539683
43	4.1905	2.8571	70.4399	0.539683
43	4.1905	3.0000	69.9637	0.539683
43	4.1905	3.1429	69.4059	0.539683
43	4.1905	3.2857	68.7664	0.539683
43	4.1905	3.4286	68.0454	0.539683
43	4.1905	3.5714	67.2426	0.539683
43	4.1905	3.7143	66.3583	0.539683
43	4.1905	3.8571	65.3923	0.539683
43	4.1905	4.0000	64.3447	0.539683
43	4.1905	4.1429	63.2154	0.539683
43	4.1905	4.2857	62.0045	0.539683
43	4.1905	4.4286	60.7120	0.539683
43	4.1905	4.5714	59.3379	0.539683
43	4.1905	4.7143	57.8821	0.539683
43	4.1905	4.8571	56.3447	0.539683
43	4.1905	5.0000	54.7256	0.539683
43	4.1905	5.1429	53.0249	0.539683
43	4.1905	5.2857	51.2426	0.539683
43	4.1905	5.4286	49.3787	0.539683
43	4.1905	5.5714	47.4331	0.539683
43	4.1905	5.7143	45.4059	0.539683
43	4.1905	5.8571	43.2971	0.539683
43	4.1905	6.0000	41.1066	0.539683
43	4.3810	0.0000	61.5692	0.539683
43	4.3810	0.1429	62.7800	0.539683
43	4.3810	0.2857	63.9093	0.539683
43	4.3810	0.4286	64.9569	0.539683
43	4.3810	0.5714	65.9229	0.539683
43	4.3810	0.7143	66.8073	0.539683
43	4.3810	0.8571	67.6100	0.539683
43	4.3810	1.0000	68.3311	0.539683
43	4.3810	1.1429	68.9705	0.539683
43	4.3810	1.2857	69.5283	0.539683
43	4.3810	1.4286	70.0045	0.539683
43	4.3810	1.5714	70.3991	0.539683
43	4.3810	1.7143	70.7120	0.539683
43	4.3810	1.8571	70.9433	0.539683
43	4.3810	2.0000	71.0930	0.539683
43	4.3810	2.1429	71.1610	0.539683
43	4.3810	2.2857	71.1474	0.539683
43	4.3810	2.4286	71.0522	0.539683
43	4.3810	2.5714	70.8753	0.539683
43	4.3810	2.7143	70.6168	0.539683
43	4.3810	2.8571	70.2766	0.539683
43	4.3810	3.0000	69.8549	0.539683
43	4.3810	3.1429	69.3515	0.539683
43	4.3810	3.2857	68.7664	0.539683
43	4.3810	3.4286	68.0998	0.539683
43	4.3810	3.5714	67.3515	0.539683
43	4.3810	3.7143	66.5215	0.539683
43	4.3810	3.8571	65.6100	0.539683
43	4.3810	4.0000	64.6168	0.539683
43	4.3810	4.1429	63.5420	0.539683
43	4.3810	4.2857	62.3855	0.539683
43	4.3810	4.4286	61.1474	0.539683
43	4.3810	4.5714	59.8277	0.539683
43	4.3810	4.7143	58.4263	0.539683
43	4.3810	4.8571	56.9433	0.539683
43	4.3810	5.0000	55.3787	0.539683
43	4.3810	5.1429	53.7324	0.539683
43	4.3810	5.2857	52.0045	0.539683
43	4.3810	5.4286	50.1950	0.539683
43	4.3810	5.5714	48.3039	0.539683
43	4.3810	5.7143	46.3311	0.539683
43	4.3810	5.8571	44.2766	0.539683
43	4.3810	6.0000	42.1406	0.539683
43	4.5714	0.0000	60.2449	0.539683
43	4.5714	0.1429	61.5102	0.539683
43	4.5714	0.2857	62.6939	0.539683
43	4.5714	0.4286	63.7959	0.539683
43	4.5714	0.5714	64.8163	0.539683
43	4.5714	0.7143	65.7551	0.539683
43	4.5714	0.8571	66.6122	0.539683
43	4.5714	1.0000	67.3878	0.539683
43	4.5714	1.1429	68.0816	0.539683
43	4.5714	1.2857	68.6939	0.539683
43	4.5714	1.4286	69.2245	0.539683
43	4.5714	1.5714	69.6735	0.539683
43	4.5714	1.7143	70.0408	0.539683
43	4.5714	1.8571	70.3265	0.539683
43	4.5714	2.0000	70.5306	0.539683
43	4.5714	2.1429	70.6531	0.539683
43	4.5714	2.2857	70.6939	0.539683
43	4.5714	2.4286	70.6531	0.539683
43	4.5714	2.5714	70.5306	0.539683
43	4.5714	2.7143	70.3265	0.539683
43	4.5714	2.8571	70.0408	0.539683
43	4.5714	3.0000	69.6735	0.539683
43	4.5714	3.1429	69.2245	0.539683
43	4.5714	3.2857	68.6939	0.539683
43	4.5714	3.4286	68.0816	0.539683
43	4.5714	3.5714	67.3878	0.539683
43	4.5714	3.7143	66.6122	0.539683
43	4.5714	3.8571	65.7551	0.539683
43	4.5714	4.0000	64.8163	0.539683
43	4.5714	4.1429	63.7959	0.539683
43	4.5714	4.2857	62.6939	0.539683
43	4.5714	4.4286	61.5102	0.539683
43	4.5714	4.5714	60.2449	0.539683
43	4.5714	4.7143	58.8980	0.539683
43	4.5714	4.8571	57.4694	0.539683
43	4.5714	5.0000	55.9592	0.539683
43	4.5714	5.1429	54.3673	0.539683
43	4.5714	5.2857	52.6939	0.539683
43	4.5714	5.4286	50.9388	0.539683
43	4.5714	5.5714	49.1020	0.539683
43	4.5714	5.7143	47.1837	0.539683
43	4.5714	5.8571	45.1837	0.539683
43	4.5714	6.0000	43.1020	0.539683
43	4.7619	0.0000	58.8481	0.539683
43	4.7619	0.1429	60.1678	0.539683
43	4.7619	0.2857	61.4059	0.539683
43	4.7619	0.4286	62.5624	0.539683
43	4.7619	0.5714	63.6372	0.539683
43	4.7619	0.7143	64.6304	0.539683
43	4.7619	0.8571	65.5420	0.539683
43	4.7619	1.0000	66.3719	0.539683
43	4.7619	1.1429	67.1202	0.539683
43	4.7619	1.2857	67.7868	0.539683
43	4.7619	1.4286	68.3719	0.539683
43	4.7619	1.5714	68.8753	0.539683
43	4.7619	1.7143	69.2971	0.539683
43	4.7619	1.8571	69.6372	0.539683
43	4.7619	2.0000	69.8957	0.539683
43	4.7619	2.1429	70.0726	0.539683
43	4.7619	2.2857	70.1678	0.539683
43	4.7619	2.4286	70.1814	0.539683
43	4.7619	2.5714	70.1134	0.539683
43	4.7619	2.7143	69.9637	0.539683
43	4.7619	2.8571	69.7324	0.539683
43	4.7619	3.0000	69.4195	0.539683
43	4.7619	3.1429	69.0249	0.539683
43	4.7619	3.2857	68.5488	0.539683
43	4.7619	3.4286	67.9909	0.539683
43	4.7619	3.5714	67.3515	0.539683
43	4.7619	3.7143	66.6304	0.539683
43	4.7619	3.8571	65.8277	0.539683
43	4.7619	4.0000	64.9433	0.539683
43	4.7619	4.1429	63.9773	0.539683
43	4.7619	4.2857	62.9297	0.539683
43	4.7619	4.4286	61.8005	0.539683
43	4.7619	4.5714	60.5896	0.539683
43	4.7619	4.7143	59.2971	0.539683
43	4.7619	4.8571	57.9229	0.539683
43	4.7619	5.0000	56.4671	0.539683
43	4.7619	5.1429	54.9297	0.539683
43	4.7619	5.2857	53.3107	0.539683
43	4.7619	5.4286	51.6100	0.539683
43	4.7619	5.5714	49.8277	0.539683
43	4.7619	5.7143	47.9637	0.539683
43	4.7619	5.8571	46.0181	0.539683
43	4.7619	6.0000	43.9909	0.539683
43	4.9524	0.0000	57.3787	0.539683
43	4.9524	0.1429	58.7528	0.539683
43	4.9524	0.2857	60.0454	0.539683
43	4.9524	0.4286	61.2562	0.539683
43	4.9524	0.5714	62.3855	0.539683
43	4.9524	0.7143	63.4331	0.539683
43	4.9524	0.8571	64.3991	0.539683
43	4.9524	1.0000	65.2834	0.539683
43	4.9524	1.1429	66.0862	0.539683
43	4.9524	1.2857	66.8073	0.539683
43	4.9524	1.4286	67.4467	0.539683
43	4.9524	1.5714	68.0045	0.539683
43	4.9524	1.7143	68.4807	0.539683
43	4.9524	1.8571	68.8753	0.539683
43	4.9524	2.0000	69.1882	0.539683
43	4.9524	2.1429	69.4195	0.539683
43	4.9524	2.2857	69.5692	0.539683
43	4.9524	2.4286	69.6372	0.539683
43	4.9524	2.5714	69.6236	0.539683
43	4.9524	2.7143	69.5283	0.539683
43	4.9524	2.8571	69.3515	0.539683
43	4.9524	3.0000	69.0930	0.539683
43	4.9524	3.1429	68.7528	0.539683
43	4.9524	3.2857	68.3311	0.539683
43	4.9524	3.4286	67.8277	0.539683
43	4.9524	3.5714	67.2426	0.539683
43	4.9524	3.7143	66.5760	0.539683
43	4.9524	3.8571	65.8277	0.539683
43	4.9524	4.0000	64.9977	0.539683
43	4.9524	4.1429	64.0862	0.539683
43	4.9524	4.2857	63.0930	0.539683
43	4.9524	4.4286	62.0181	0.539683
43	4.9524	4.5714	60.8617	0.539683
43	4.9524	4.7143	59.6236	0.539683
43	4.9524	4.8571	58.3039	0.539683
43	4.9524	5.0000	56.9025	0.539683
43	4.9524	5.1429	55.4195	0.539683
43	4.9524	5.2857	53.8549	0.539683
43	4.9524	5.4286	52.2086	0.539683
43	4.9524	5.5714	50.4807	0.539683
43	4.9524	5.7143	48.6712	0.539683
